CUI1,STR1,CUI2,STR2
c0162526,opportunistic infection aidsrelated,c0001367,acyclovir
c0162526,opportunistic infections aids related,c0001367,acyclovir
c0162526,opportunistic infections aidsrelated,c0001367,acyclovir
c0162550,akathisia druginduced,c0002403,amantadine
c0162550,akathisia drug induced,c0002403,amantadine
c0162550,drug induced akathisia,c0002403,amantadine
c0162550,acathisia drug induced,c0002403,amantadine
c0162550,druginduced acathisia,c0002403,amantadine
c0162550,drug induced acathisia,c0002403,amantadine
c0162550,druginduced akathisia,c0002403,amantadine
c0162550,acathisia druginduced,c0002403,amantadine
c0162565,porphyria acute intermittent,c0008286,chlorpromazine
c0162565,acute intermittent porphyrias,c0008286,chlorpromazine
c0162565,intermittent porphyria acute,c0008286,chlorpromazine
c0162565,intermittent porphyrias acute,c0008286,chlorpromazine
c0162565,porphyrias acute intermittent,c0008286,chlorpromazine
c0162565,porphyria acute intermittent,c0008286,chlorpromazine
c0162565,porphyria intermittent acute,c0008286,chlorpromazine
c0162565,acute intermittent porphyria,c0008286,chlorpromazine
c0162565,intermittent acute porphyria,c0008286,chlorpromazine
c0162565,acute intermittent porphyria,c0008286,chlorpromazine
c0162565,porphyria acute intermittent,c0008286,chlorpromazine
c0162566,porphyria cutanea tarda,c0020336,hydroxychloroquine
c0162566,porphyria cutanea tarda nos,c0020336,hydroxychloroquine
c0162566,cutanea tarda porphyria,c0020336,hydroxychloroquine
c0162566,porphyria cutanea tarda,c0020336,hydroxychloroquine
c0162568,protoporphyria erythropoietic,c2607750,afamelanotide
c0162568,erythropoietic protoporphyria,c2607750,afamelanotide
c0162568,protoporphyria erythropoietic,c2607750,afamelanotide
c0162568,erythropoietic protoporphyria,c2607750,afamelanotide
c0162568,protoporphyria erythropoietic,c2607750,afamelanotide
c0162627,skin diseases bacterial,c0002645,amoxicillin
c0162627,bacterial skin disease,c0002645,amoxicillin
c0162627,disease bacterial skin,c0002645,amoxicillin
c0162627,skin disease bacterial,c0002645,amoxicillin
c0162627,skin diseases bacterial,c0002645,amoxicillin
c0162627,bacterial skin diseases,c0002645,amoxicillin
c0162627,skin bacterial diseases,c0002645,amoxicillin
c0162628,skin diseases viral,c0032856,povidone
c0162628,disease viral skin,c0032856,povidone
c0162628,diseases viral skin,c0032856,povidone
c0162628,skin disease viral,c0032856,povidone
c0162628,viral skin disease,c0032856,povidone
c0162628,viral skin diseases,c0032856,povidone
c0162628,skin disease viral,c0032856,povidone
c0162820,dermatitis allergic contact,c0041031,trimeprazine
c0162820,allergic contact dermatitides,c0041031,trimeprazine
c0162820,contact dermatitides allergic,c0041031,trimeprazine
c0162820,contact dermatitis allergic,c0041031,trimeprazine
c0162820,dermatitides allergic contact,c0041031,trimeprazine
c0162820,contact allergic dermatitis,c0041031,trimeprazine
c0162820,dermatitis contact allergic,c0041031,trimeprazine
c0162820,allergic contact dermatitis,c0041031,trimeprazine
c0162820,contact dermatitis allergic,c0041031,trimeprazine
c0162820,dermatitis contact allergic,c0041031,trimeprazine
c0162820,dermatitis contactallergic,c0041031,trimeprazine
c0162820,contact dermatitis allergic,c0041031,trimeprazine
c0162820,dermatitis contact allergic,c0041031,trimeprazine
c0162823,dermatitides irritant,c0012050,dibucaine
c0162823,irritant dermatitides,c0012050,dibucaine
c0162823,dermatitis irritant,c0012050,dibucaine
c0162823,dermatitis irritants,c0012050,dibucaine
c0162823,irritant dermatitis,c0012050,dibucaine
c0162823,dermatitis irritant,c0012050,dibucaine
c0162823,irritant dermatitis,c0012050,dibucaine
c0162834,hyperpigmentation,c0020306,hydroquinone
c0162834,hyperpigmentation nos,c0020306,hydroquinone
c0162835,hypopigmentation disorder,c0012322,dihydroxyacetone
c0162835,hypopigmentation disorders,c0012322,dihydroxyacetone
c0162836,hidradenitis suppurativa,c1122087,adalimumab
c0162836,hidradenitis suppurativa,c1122087,adalimumab
c0162836,suppurativa hidradenitis,c1122087,adalimumab
c0162848,eruption lichenoid,c0021978,clioquinol
c0162848,eruptions lichenoid,c0021978,clioquinol
c0162848,lichenoid eruption,c0021978,clioquinol
c0162848,lichenoid eruptions,c0021978,clioquinol
c0162848,eruption lichenoid,c0021978,clioquinol
c0175167,acneiform eruption,c0021978,clioquinol
c0175167,eruption acneiform,c0021978,clioquinol
c0175167,eruptions acneiform,c0021978,clioquinol
c0175167,acneiform eruptions,c0021978,clioquinol
c0175167,acneform eruption,c0021978,clioquinol
c0175167,acneform eruptions,c0021978,clioquinol
c0184567,acute onset pain,c0066282,methyl salicylate
c0205944,epithelioid sarcomas,c4086895,tazemetostat
c0205944,sarcomas epithelioid,c4086895,tazemetostat
c0205944,epithelioid sarcoma,c4086895,tazemetostat
c0205944,epithelioid sarcoma nos,c4086895,tazemetostat
c0205944,sarcoma epithelioid,c4086895,tazemetostat
c0205944,epithelioid sarcoma,c4086895,tazemetostat
c0205944,sarcoma epithelioid,c4086895,tazemetostat
c0206171,communityacquired infections,c0055011,cefpodoxime
c0206171,community acquired infections,c0055011,cefpodoxime
c0206171,infection communityacquired,c0055011,cefpodoxime
c0206171,infections community acquired,c0055011,cefpodoxime
c0206171,community acquired infection,c0055011,cefpodoxime
c0206171,communityacquired infection,c0055011,cefpodoxime
c0206171,infections communityacquired,c0055011,cefpodoxime
c0206171,acquired infections community,c0055011,cefpodoxime
c0206171,infection community acquired,c0055011,cefpodoxime
c0206171,acquired infection community,c0055011,cefpodoxime
c0206178,cytomegalovirus retinitis,c0017066,ganciclovir
c0206178,retinitis cytomegalovirus,c0017066,ganciclovir
c0206178,retinitis cytomegalovirus,c0017066,ganciclovir
c0206245,amyloid neuropathy familial,c4731850,inotersen
c0206245,familial amyloid neuropathies,c4731850,inotersen
c0206245,neuropathies familial amyloid,c4731850,inotersen
c0206245,neuropathy familial amyloid,c4731850,inotersen
c0206245,amyloid neuropathies familial,c4731850,inotersen
c0206245,familial amyloid neuropathy,c4731850,inotersen
c0206419,genus coronavirus,c4726677,remdésivir
c0206419,genus coronavirus,c4726677,remdésivir
c0206526,tuberculosis multidrugresistant,c1664205,bedaquiline
c0206526,tuberculosis multidrug resistant,c1664205,bedaquiline
c0206526,multidrug resistant tuberculosis,c1664205,bedaquiline
c0206526,multidrugresistant tuberculosis,c1664205,bedaquiline
c0206647,dermatofibrosarcomas,c0935989,imatinib
c0206647,dermatofibrosarcoma nos,c0935989,imatinib
c0206647,dermatofibrosarcoma nos,c0935989,imatinib
c0206647,dermatofibrosarcoma,c0935989,imatinib
c0206664,teratocarcinoma,c0005739,bleomycin sulphate
c0206664,teratocarcinomas,c0005739,bleomycin sulphate
c0206680,cystic mesothelioma,c0008838,cisplatin
c0206680,cystic mesotheliomas,c0008838,cisplatin
c0206680,mesotheliomas cystic,c0008838,cisplatin
c0206680,mesothelioma cystic,c0008838,cisplatin
c0206680,cystic mesothelioma,c0008838,cisplatin
c0206680,mesothelioma cystic,c0008838,cisplatin
c0206686,adrenocortical carcinomas,c0026256,mitotane
c0206686,carcinomas adrenocortical,c0026256,mitotane
c0206686,adrenocortical carcinoma,c0026256,mitotane
c0206686,adrenocortical carcinoma nos,c0026256,mitotane
c0206686,carcinoma adrenocortical,c0026256,mitotane
c0206693,carcinoma medullary,c0010927,dacarbazine
c0206693,carcinomas medullary,c0010927,dacarbazine
c0206693,medullary carcinomas,c0010927,dacarbazine
c0206693,medullary carcinoma,c0010927,dacarbazine
c0206693,medullary carcinoma nos,c0010927,dacarbazine
c0206693,medullary carcinoma nos,c0010927,dacarbazine
c0206698,cholangiocarcinomas,c4724807,pemigatinib
c0206698,cholangiocarcinoma,c4724807,pemigatinib
c0206698,cholangiocarcinoma nos,c4724807,pemigatinib
c0206735,amelanotic melanomas,c0008838,cisplatin
c0206735,melanomas amelanotic,c0008838,cisplatin
c0206735,amelanotic melanoma,c0008838,cisplatin
c0206735,melanoma amelanotic,c0008838,cisplatin
c0206754,neuroendocrine tumors,c0209211,lanreotide
c0206754,tumor neuroendocrine,c0209211,lanreotide
c0206754,tumors neuroendocrine,c0209211,lanreotide
c0206754,neuroendocrine tumours,c0209211,lanreotide
c0206754,neuroendocrine tumour,c0209211,lanreotide
c0206754,neuroendocrine tumor nos,c0209211,lanreotide
c0206754,neuroendocrine tumor,c0209211,lanreotide
c0220994,hyperammonaemia,c0142805,"benzoate, sodium"
c0220994,hyperammonemia,c0142805,"benzoate, sodium"
c0220994,hyperammonemia nos,c0142805,"benzoate, sodium"
c0220994,hyperammonaemia nos,c0142805,"benzoate, sodium"
c0221002,hyperparathyroidism primary,c1260199,cinacalcet hydrochloride
c0221002,hyperparathyroidism primary,c1260199,cinacalcet hydrochloride
c0221002,primary hyperparathyroidism,c1260199,cinacalcet hydrochloride
c0221002,hyperparathyroidism primary,c1260199,cinacalcet hydrochloride
c0221002,primary hyperparathyroidism,c1260199,cinacalcet hydrochloride
c0221002,hyperparathyroidisms primary,c1260199,cinacalcet hydrochloride
c0221002,primary hyperparathyroidisms,c1260199,cinacalcet hydrochloride
c0221013,mastocytosis systemic,c0526371,midostaurin
c0221013,mastocytoses systemic,c0526371,midostaurin
c0221013,mastocytosis systemic,c0526371,midostaurin
c0221013,systemic mastocytoses,c0526371,midostaurin
c0221013,systemic mastocytosis nos,c0526371,midostaurin
c0221013,systemic mastocytosis,c0526371,midostaurin
c0221074,depression postpartum,c4548848,brexanolone
c0221074,postpartum depression,c4548848,brexanolone
c0221074,depression postpartum,c4548848,brexanolone
c0221074,postpartum depression nos,c4548848,brexanolone
c0221074,depression postpartum,c4548848,brexanolone
c0221074,postpartum depression,c4548848,brexanolone
c0221244,seborrheic dermatitis of scalp,c0074281,selenium sulfide
c0221244,seborrheic dermatitis scalp,c0074281,selenium sulfide
c0221244,seborrhoeic dermatitis of scalp,c0074281,selenium sulfide
c0221392,atrophic vaginitis,c0012145,dienestrol
c0221392,vaginitis atrophic,c0012145,dienestrol
c0221392,vaginitis atropic,c0012145,dienestrol
c0221392,vaginitisatrophic,c0012145,dienestrol
c0221392,atropic vaginitis,c0012145,dienestrol
c0221392,vaginitis atrophic,c0012145,dienestrol
c0221392,atrophic vaginitides,c0012145,dienestrol
c0221392,vaginitides atrophic,c0012145,dienestrol
c0221392,atrophic vaginitis,c0012145,dienestrol
c0221392,vaginitis atrophic,c0012145,dienestrol
c0221757,alpha 1 antitrypsin deficiency,c0795657,"alpha 1-proteinase inhibitor, human"
c0221757,alpha1 antitrypsin deficiency,c0795657,"alpha 1-proteinase inhibitor, human"
c0221757,alpha1antitrypsin deficiency,c0795657,"alpha 1-proteinase inhibitor, human"
c0221757,deficiencies alpha 1antitrypsin,c0795657,"alpha 1-proteinase inhibitor, human"
c0221757,deficiency alpha 1antitrypsin,c0795657,"alpha 1-proteinase inhibitor, human"
c0221757,alpha 1antitrypsin deficiencies,c0795657,"alpha 1-proteinase inhibitor, human"
c0221757,alpha 1antitrypsin deficiency,c0795657,"alpha 1-proteinase inhibitor, human"
c0221757,1 alpha antitrypsin deficiency,c0795657,"alpha 1-proteinase inhibitor, human"
c0221757,deficiency alpha1antitrypsin,c0795657,"alpha 1-proteinase inhibitor, human"
c0221757,alpha1antitrypsin deficiency,c0795657,"alpha 1-proteinase inhibitor, human"
c0231311,jet lag syndrome,c0025219,melatonin
c0231311,jet lag syndromes,c0025219,melatonin
c0231528,myalgias,c0555881,arnica extract
c0231528,myalgia,c0555881,arnica extract
c0231528,myalgia nos,c0555881,arnica extract
c0232488,abdominal colic,c0004261,hyoscyamine sulfate
c0232488,colic abdominal,c0004261,hyoscyamine sulfate
c0232488,colicabdominal,c0004261,hyoscyamine sulfate
c0234985,mental deterioration,c0014708,"ergoloid mesylates, usp"
c0234985,deterioration mental nos,c0014708,"ergoloid mesylates, usp"
c0234985,mental deteriorations,c0014708,"ergoloid mesylates, usp"
c0234985,deterioration mental,c0014708,"ergoloid mesylates, usp"
c0234985,deteriorations mental,c0014708,"ergoloid mesylates, usp"
c0234985,deterioration mental,c0014708,"ergoloid mesylates, usp"
c0234985,mental deterioration,c0014708,"ergoloid mesylates, usp"
c0236736,cocaine related disorders,c0024778,maprotiline
c0236736,cocainerelated disorder,c0024778,maprotiline
c0236736,cocainerelated disorders,c0024778,maprotiline
c0236736,cocainerelated disorder nos,c0024778,maprotiline
c0236736,disorder cocainerelated,c0024778,maprotiline
c0236736,disorders cocainerelated,c0024778,maprotiline
c0236964,attention deficit and disruptive behavior disorders,c0008286,chlorpromazine
c0236964,attention deficit and disruptive behaviour disorders,c0008286,chlorpromazine
c0236969,substancerelated disorders,c0011685,desipramine
c0236969,substancerelated disorder,c0011685,desipramine
c0238111,lennoxgastaut syndrome,c0006863,cannabidiol
c0238111,lennox gastaut syndrome,c0006863,cannabidiol
c0238111,lennox gastaut syndromes,c0006863,cannabidiol
c0238198,gastrointestinal stromal tumor,c1176020,sunitinib
c0238198,gastrointestinal tumor stromal,c1176020,sunitinib
c0238198,gastrointestinal stromal tumors,c1176020,sunitinib
c0238198,gastrointestinal stromal tumour,c1176020,sunitinib
c0238198,gastrointestinal stromal tumours,c1176020,sunitinib
c0238198,tumor gastrointestinal stromal,c1176020,sunitinib
c0238198,tumors gastrointestinal stromal,c1176020,sunitinib
c0238198,gastrointestinal stromal tumor nos,c1176020,sunitinib
c0238198,stromal tumor gastrointestinal,c1176020,sunitinib
c0238198,stromal tumors gastrointestinal,c1176020,sunitinib
c0238417,scorpion sting,c3204554,centruroides (scorpion) immune f(ab')2 (equine)
c0238417,scorpion stings,c3204554,centruroides (scorpion) immune f(ab')2 (equine)
c0238417,scorpions stings,c3204554,centruroides (scorpion) immune f(ab')2 (equine)
c0238417,sting scorpion,c3204554,centruroides (scorpion) immune f(ab')2 (equine)
c0238417,sting scorpion,c3204554,centruroides (scorpion) immune f(ab')2 (equine)
c0238417,stings scorpion,c3204554,centruroides (scorpion) immune f(ab')2 (equine)
c0239981,hypoalbuminemia,c0304925,"albumin human, usp"
c0239981,hypoalbuminaemia,c0304925,"albumin human, usp"
c0242172,disease pelvic inflammatory,c0007554,cefotaxime
c0242172,diseases pelvic inflammatory,c0007554,cefotaxime
c0242172,inflammatory diseases pelvic,c0007554,cefotaxime
c0242172,pelvic inflammatory diseases,c0007554,cefotaxime
c0242172,disease pelvic inflammatory,c0007554,cefotaxime
c0242172,pelvic inflammatory disease,c0007554,cefotaxime
c0242172,disease inflammatory pelvic,c0007554,cefotaxime
c0242172,diseases inflammatory pelvic,c0007554,cefotaxime
c0242172,inflammatory pelvic diseases,c0007554,cefotaxime
c0242172,pelvic diseases inflammatory,c0007554,cefotaxime
c0242172,diseasepelvic inflammatory,c0007554,cefotaxime
c0242172,inflammatory pelvic disease,c0007554,cefotaxime
c0242172,pelvic inflammatory disease nos,c0007554,cefotaxime
c0242172,inflammatory disease pelvic,c0007554,cefotaxime
c0242172,pelvic disease inflammatory,c0007554,cefotaxime
c0242184,hypoxia,c0028095,nimorazole
c0242188,bite spider,c0006699,calcium gluconate
c0242188,bites spider,c0006699,calcium gluconate
c0242188,spider bite,c0006699,calcium gluconate
c0242188,bitten by spider,c0006699,calcium gluconate
c0242188,bitespider,c0006699,calcium gluconate
c0242188,spider bites,c0006699,calcium gluconate
c0242188,bite spider,c0006699,calcium gluconate
c0242188,spider bite,c0006699,calcium gluconate
c0242216,biliary calculus,c4694171,ursadiol
c0242216,calculus biliary,c4694171,ursadiol
c0242216,biliary calculus nos,c4694171,ursadiol
c0242216,calculi biliary,c4694171,ursadiol
c0242216,calculusbiliary,c4694171,ursadiol
c0242216,biliary calculi,c4694171,ursadiol
c0242216,calculi biliary,c4694171,ursadiol
c0242216,biliary calculus,c4694171,ursadiol
c0242216,calculus biliary,c4694171,ursadiol
c0242350,dysfunction erectile,c0025826,methyltestosterone
c0242350,erectile dysfunction,c0025826,methyltestosterone
c0242350,erectile dysfunctions,c0025826,methyltestosterone
c0242350,dysfunction erectile,c0025826,methyltestosterone
c0242350,erectile dysfunction nos,c0025826,methyltestosterone
c0242422,parkinsonian disorders,c0033254,procyclidine
c0242676,intrinsic positivepressure respiration,c0018880,helium
c0242676,positive pressure respiration intrinsic,c0018880,helium
c0242676,positivepressure respiration intrinsic,c0018880,helium
c0242676,respiration intrinsic positivepressure,c0018880,helium
c0242698,dysfunction left ventricular,c0006938,captopril
c0242698,dysfunctions left ventricular,c0006938,captopril
c0242698,left ventricular dysfunctions,c0006938,captopril
c0242698,ventricular dysfunction left,c0006938,captopril
c0242698,ventricular dysfunctions left,c0006938,captopril
c0242698,dysfunction left ventricular,c0006938,captopril
c0242698,left ventricular dysfunction,c0006938,captopril
c0242723,parasitemia,c0020406,hygromycin b
c0242723,parasitemias,c0020406,hygromycin b
c0242788,breast neoplasm male,c4055478,alpelisib
c0242788,breast neoplasm male,c4055478,alpelisib
c0242788,breast neoplasms male,c4055478,alpelisib
c0242788,male breast neoplasm,c4055478,alpelisib
c0242788,neoplasm male breast,c4055478,alpelisib
c0242788,breast neoplasm nos male,c4055478,alpelisib
c0242788,neoplasms male breast,c4055478,alpelisib
c0242788,neoplasms breast male,c4055478,alpelisib
c0242788,male breast neoplasms,c4055478,alpelisib
c0242788,neoplasm of male breast,c4055478,alpelisib
c0242973,dysfunction ventricular,c0256103,reteplase
c0242973,dysfunctions ventricular,c0256103,reteplase
c0242973,ventricular dysfunction,c0256103,reteplase
c0242973,ventricular dysfunctions,c0256103,reteplase
c0242973,dysfunction ventricular,c0256103,reteplase
c0243000,impotence vasculogenic,c0002335,alprostadil
c0243000,vasculogenic impotence,c0002335,alprostadil
c0243001,abdominal abscess,c1120106,ertapenem
c0243001,abdominal abscesses,c1120106,ertapenem
c0243001,abscesses abdominal,c1120106,ertapenem
c0243001,abdominal abscess nos,c1120106,ertapenem
c0243001,abdominal abscess nos,c1120106,ertapenem
c0243001,abscess abdominal,c1120106,ertapenem
c0243002,atresias tricuspid,c0002335,alprostadil
c0243002,tricuspid atresia,c0002335,alprostadil
c0243002,tricuspid atresias,c0002335,alprostadil
c0243002,atresia tricuspid,c0002335,alprostadil
c0243026,sepsis,c0007554,cefotaxime
c0243026,sepsis nos,c0007554,cefotaxime
c0243026,sepsis nos,c0007554,cefotaxime
c0252409,anaplastic lymphoma kinase,c4080091,lorlatinib
c0260662,hearing problem,c0108342,carbamide peroxide
c0260662,hear problem,c0108342,carbamide peroxide
c0260662,problem hearing,c0108342,carbamide peroxide
c0260662,hear problems,c0108342,carbamide peroxide
c0260662,problemhearing,c0108342,carbamide peroxide
c0260662,hearing problem,c0108342,carbamide peroxide
c0260662,problem hearing,c0108342,carbamide peroxide
c0262584,carcinomas small cell,c0008838,cisplatin
c0262584,small cell carcinomas,c0008838,cisplatin
c0262584,small cell carcinoma nos,c0008838,cisplatin
c0262584,small cell carcinoma,c0008838,cisplatin
c0262584,carcinoma small cell,c0008838,cisplatin
c0262584,small cell carcinoma nos,c0008838,cisplatin
c0266015,congenital anomalies of the digestive system,c0936126,fenugreek seed meal
c0266015,congenital anomaly of digestive system nos,c0936126,fenugreek seed meal
c0266015,congenital digestive system anomalies,c0936126,fenugreek seed meal
c0266015,congenital anomaly of digestive system,c0936126,fenugreek seed meal
c0266015,congenital anomaly digestive system,c0936126,fenugreek seed meal
c0266015,congenital anomaly nos of digestive system nos,c0936126,fenugreek seed meal
c0266015,congenital anomaly of the digestive system,c0936126,fenugreek seed meal
c0267963,exocrine pancreatic insufficiency,c0770343,pancrelipase
c0267963,pancreatic exocrine insufficiency,c0770343,pancrelipase
c0267963,pancreatic insufficiency exocrine,c0770343,pancrelipase
c0267963,exocrine pancreatic insufficiencies,c0770343,pancrelipase
c0267963,insufficiencies exocrine pancreatic,c0770343,pancrelipase
c0267963,insufficiency exocrine pancreatic,c0770343,pancrelipase
c0267963,pancreatic insufficiencies exocrine,c0770343,pancrelipase
c0267963,pancreatic insufficiency exocrine,c0770343,pancrelipase
c0268328,porphobilinogen synthase deficiency,c4688584,givosiran
c0268328,deficiency of porphobilinogen synthase,c4688584,givosiran
c0268483,tyrosinemia,c0003968,"acid, ascorbic"
c0268483,tyrosinaemia,c0003968,"acid, ascorbic"
c0268483,tyrosinemias,c0003968,"acid, ascorbic"
c0270736,essential tremor,c0033497,propranolol
c0270736,tremor essential,c0033497,propranolol
c0270736,essential tremors,c0033497,propranolol
c0270736,tremor essential,c0033497,propranolol
c0270736,tremors essential,c0033497,propranolol
c0270736,essential tremor,c0033497,propranolol
c0270736,tremor essential,c0033497,propranolol
c0270851,benign neonatal epilepsies,c0031412,phenobarbital
c0270851,epilepsies benign neonatal,c0031412,phenobarbital
c0270851,epilepsy benign neonatal,c0031412,phenobarbital
c0270851,neonatal epilepsies benign,c0031412,phenobarbital
c0270851,neonatal epilepsy benign,c0031412,phenobarbital
c0270851,benign neonatal epilepsy,c0031412,phenobarbital
c0270853,juvenile myoclonic epilepsy,c0377265,levetiracetam
c0270853,epilepsy juvenile myoclonic,c0377265,levetiracetam
c0270853,myoclonic epilepsy juvenile,c0377265,levetiracetam
c0270853,epilepsy myoclonic juvenile,c0377265,levetiracetam
c0270853,epilepsy juvenile myoclonic,c0377265,levetiracetam
c0270853,epilepsy myoclonic juvenile,c0377265,levetiracetam
c0270853,myoclonic juvenile epilepsy,c0377265,levetiracetam
c0270853,juvenile epilepsy myoclonic,c0377265,levetiracetam
c0271051,macular retinal edema,c0016377,flurbiprofen
c0271051,macular retinal oedema,c0016377,flurbiprofen
c0271051,retinal edema macular,c0016377,flurbiprofen
c0271650,glucose intolerance disease,c0043572,glucomannan
c0272375,antithrombin iii deficiency,c0724532,antithrombin iii (human)
c0272375,antithrombin iii deficiencies,c0724532,antithrombin iii (human)
c0272375,deficiencies antithrombin iii,c0724532,antithrombin iii (human)
c0272375,deficiency antithrombin iii,c0724532,antithrombin iii (human)
c0276226,encephalitis herpes,c0001367,acyclovir
c0276226,herpes encephalitis,c0001367,acyclovir
c0276226,encephalitis herpes,c0001367,acyclovir
c0276758,fusariosis,c0393080,voriconazole
c0276758,fusarioses,c0393080,voriconazole
c0278996,malignant head and neck neoplasm,c0028095,nimorazole
c0278996,malignant neoplasm of head and neck,c0028095,nimorazole
c0278996,malignant neoplasm of the head and neck,c0028095,nimorazole
c0279543,philadelphia chromosome positive chronic myelogenous leukemia,c0006463,busulfan
c0279543,philadelphia chromosome positive chronic myelogenous leukaemia,c0006463,busulfan
c0279543,chronic myelogenous leukemia philadelphia chromosome positive,c0006463,busulfan
c0279543,myelogenous leukemia chronic philadelphia chromosomepositive,c0006463,busulfan
c0279543,chronic myelogenous leukemia philadelphia chromosomepositive,c0006463,busulfan
c0282193,iron overload nos,c0043832,deferiprone
c0282193,overload iron,c0043832,deferiprone
c0282193,iron overload,c0043832,deferiprone
c0282193,overload iron,c0043832,deferiprone
c0282193,iron overloading,c0043832,deferiprone
c0282488,cystitis interstitial,c0524684,"polysulfate sodium, pentosan"
c0282488,cystitides interstitial,c0524684,"polysulfate sodium, pentosan"
c0282488,cystitis interstitial,c0524684,"polysulfate sodium, pentosan"
c0282488,interstitial cystitis,c0524684,"polysulfate sodium, pentosan"
c0282488,interstitial cystitides,c0524684,"polysulfate sodium, pentosan"
c0282488,cystitis interstitial,c0524684,"polysulfate sodium, pentosan"
c0282488,interstitial cystitis,c0524684,"polysulfate sodium, pentosan"
c0282488,cystitisinterstitial,c0524684,"polysulfate sodium, pentosan"
c0282588,drug resistance neoplasm,c4524315,larotrectinib
c0282588,neoplasm drug resistance,c4524315,larotrectinib
c0311375,poisoning by arsenic,c0012383,dimercaprol
c0311375,arsenic poisoning,c0012383,dimercaprol
c0311375,poisoning arsenic,c0012383,dimercaprol
c0311375,arsenic poisonings,c0012383,dimercaprol
c0311375,poisonings arsenic,c0012383,dimercaprol
c0311375,arsenic poison,c0012383,dimercaprol
c0311375,poison arsenic,c0012383,dimercaprol
c0311375,poisonings arsenic,c0012383,dimercaprol
c0333355,inflammatory disease of mucous membrane,c0677829,palifermin
c0333641,atrophic,c1313616,ospemifene
c0334634,malignant lymphoma lymphocytic intermediate differentiation diffuse,c0393022,rituximab
c0338437,neurocysticercosis,c0001911,albendazole
c0338437,neurocysticercoses,c0001911,albendazole
c0338480,common migraines,c4505936,ubrogepant
c0338480,migraines common,c4505936,ubrogepant
c0338480,migrainecommon,c4505936,ubrogepant
c0338480,common migraine,c4505936,ubrogepant
c0338480,common migraine nos,c4505936,ubrogepant
c0338480,migraine common,c4505936,ubrogepant
c0338480,common migraine,c4505936,ubrogepant
c0338480,migraine common,c4505936,ubrogepant
c0339143,thyroid associated opthalmopathies,c2987429,teprotumumab
c0340288,stable angina,c0002334,alprenolol
c0340288,angina stable,c0002334,alprenolol
c0340288,angina stable,c0002334,alprenolol
c0340288,anginas stable,c0002334,alprenolol
c0340288,stable anginas,c0002334,alprenolol
c0342731,deficiency of mevalonate kinase,c2718773,canakinumab
c0342731,mevalonate kinase deficiency,c2718773,canakinumab
c0342731,mevalonate kinase deficiencies,c2718773,canakinumab
c0342731,kinase deficiencies mevalonate,c2718773,canakinumab
c0342731,kinase deficiency mevalonate,c2718773,canakinumab
c0349231,phobic anxiety disorder,c0060926,gabapentin
c0349231,phobic anxiety disorders,c0060926,gabapentin
c0349231,phobic anxiety disorder,c0060926,gabapentin
c0349231,anxiety disorder phobic,c0060926,gabapentin
c0376358,malignant neoplasm of prostate,c0072864,quinestradol
c0376358,malignant neoplasm prostate,c0072864,quinestradol
c0376358,malignant neoplasm of the prostate,c0072864,quinestradol
c0376358,malignant prostate neoplasm,c0072864,quinestradol
c0376545,neoplasm hematologic,c0526371,midostaurin
c0376545,hematologic neoplasms,c0526371,midostaurin
c0376545,neoplasms hematologic,c0526371,midostaurin
c0376545,haematologic neoplasm,c0526371,midostaurin
c0376545,hematologic neoplasm,c0526371,midostaurin
c0392607,severe combined immunodeficiency due to adenosine deaminase deficiency,c4731736,elapegademase-lvlr
c0393664,acute relapsing multiple sclerosis,c4278675,ozanimod
c0393664,multiple sclerosis acute relapsing,c4278675,ozanimod
c0393664,multiple sclerosis acute relapsing,c4278675,ozanimod
c0393819,polyradiculoneuropathy chronic inflammatory demyelinating,c0085297,"immunoglobulins, intravenous"
c0393819,chronic inflammatory demyelinating polyradiculoneuropathy,c0085297,"immunoglobulins, intravenous"
c0398650,immune thrombocytopenic purpura,c0004482,azathioprine
c0398650,immune purpura thrombocytopenic,c0004482,azathioprine
c0398650,thrombocytopenic purpura immune,c0004482,azathioprine
c0398650,purpuras immune thrombocytopenic,c0004482,azathioprine
c0398650,thrombocytopenic purpuras immune,c0004482,azathioprine
c0398650,purpura immune thrombocytopenic,c0004482,azathioprine
c0398650,thrombocytopenic purpura immune,c0004482,azathioprine
c0398650,immune thrombocytopenic purpuras,c0004482,azathioprine
c0409959,osteoarthritis knee,c0939234,hylan g-f 20
c0409959,knee osteoarthritides,c0939234,hylan g-f 20
c0409959,knee osteoarthritis,c0939234,hylan g-f 20
c0409959,osteoarthritis of knee,c0939234,hylan g-f 20
c0409959,osteoarthritisknee,c0939234,hylan g-f 20
c0409959,knee osteoarthritis nos,c0939234,hylan g-f 20
c0409959,osteoarthritis nos of knee,c0939234,hylan g-f 20
c0409959,osteoarthritis knee,c0939234,hylan g-f 20
c0409959,osteoarthritis knees,c0939234,hylan g-f 20
c0409959,osteoarthritis of the knee,c0939234,hylan g-f 20
c0428977,bradycardia,c0001636,epinephrine hydrochloride
c0428977,bradycardias,c0001636,epinephrine hydrochloride
c0428977,bradycardia nos,c0001636,epinephrine hydrochloride
c0428977,bradycardia nos,c0001636,epinephrine hydrochloride
c0458219,complex regional pain syndromes,c0001962,ethanol
c0458219,complex regional pain syndrome nos,c0001962,ethanol
c0458219,complexed pain regional syndrome,c0001962,ethanol
c0458219,complex regional pain syndrome,c0001962,ethanol
